Group_ID,Domain,Technique_ID,Technique_Name,Sub_Technique_ID,Sub_Technique_Name,Full_Technique_ID,Full_Technique_Name,Use
G0007,Enterprise,T1583,Acquire Infrastructure,.003,Virtual Private Server,T1583.003,Acquire Infrastructure: Virtual Private Server,APT28 hosted phishing domains on free services for brief periods of time during campaigns.[26]
G0007,Enterprise,T1583,Acquire Infrastructure,.006,Web Services,T1583.006,Acquire Infrastructure: Web Services,APT28 has used newly-created Blogspot pages for credential harvesting operations.[28]
G0007,Enterprise,T1595,Active Scanning,.002,Vulnerability Scanning,T1595.002,Active Scanning: Vulnerability Scanning,APT28 has performed large-scale scans in an attempt to find vulnerable servers.[29]
G0007,Enterprise,T1557,Adversary-in-the-Middle,.004,Evil Twin,T1557.004,Adversary-in-the-Middle: Evil Twin,APT28 has used a Wi-Fi Pineapple to set up Evil Twin Wi-Fi Poisoning for the purposes of capturing victim credentials or planting espionage-oriented malware.[14]
G0007,Enterprise,T1071,Application Layer Protocol,.001,Web Protocols,T1071.001,Application Layer Protocol: Web Protocols,"Later implants used by APT28, such as CHOPSTICK, use a blend of HTTP, HTTPS, and other legitimate channels for C2, depending on module configuration.[6][2]"
G0007,Enterprise,T1071,Application Layer Protocol,.003,Mail Protocols,T1071.003,Application Layer Protocol: Mail Protocols,"APT28 has used IMAP, POP3, and SMTP for a communication channel in various implants, including using self-registered Google Mail accounts and later compromised email servers of its victims.[6][2]"
G0007,Enterprise,T1560,Archive Collected Data,,,T1560,Archive Collected Data,APT28 used a publicly available tool to gather and compress multiple documents on the DCCC and DNC networks.[3]
G0007,Enterprise,T1560,Archive via Utility,.001,,T1560.001,Archive via Utility,"APT28 has used a variety of utilities, including WinRAR, to archive collected data with password protection.[2]"
G0007,Enterprise,T1119,Automated Collection,,,T1119,Automated Collection,APT28 used a publicly available tool to gather and compress multiple documents on the DCCC and DNC networks.[3]
G0007,Enterprise,T1547,Boot or Logon Autostart Execution,.001,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,APT28 has deployed malware that has copied itself to the startup directory for persistence.[21]
G0007,Enterprise,T1037,Boot or Logon Initialization Scripts,.001,Logon Script (Windows),T1037.001,Boot or Logon Initialization Scripts: Logon Script (Windows),An APT28 loader Trojan adds the Registry key HKCU\Environment\UserInitMprLogonScript to establish persistence.[30]
G0007,Enterprise,T1110,Brute Force,,,T1110,Brute Force,APT28 can perform brute force attacks to obtain credentials.[29][21][31]
G0007,Enterprise,T1110,Password Guessing,.001,,T1110.001,Password Guessing,"APT28 has used a brute-force/password-spray tooling that operated in two modes: in brute-force mode it typically sent over 300 authentication attempts per hour per targeted account over the course of several hours or days.[24] APT28 has also used a Kubernetes cluster to conduct distributed, large-scale password guessing attacks.[2]"
G0007,Enterprise,T1110,Password Spraying,.003,,T1110.003,Password Spraying,"APT28 has used a brute-force/password-spray tooling that operated in two modes: in password-spraying mode it conducted approximately four authentication attempts per hour per targeted account over the course of several days or weeks.[24][31] APT28 has also used a Kubernetes cluster to conduct distributed, large-scale password spray attacks.[2]"
G0007,Enterprise,T1059,Command and Scripting Interpreter,.001,PowerShell,T1059.001,Command and Scripting Interpreter: PowerShell,APT28 downloads and executes PowerShell scripts and performs PowerShell commands.[11][21][2]
G0007,Enterprise,T1059,Command and Scripting Interpreter,.003,Windows Command Shell,T1059.003,Command and Scripting Interpreter: Windows Command Shell,An APT28 loader Trojan uses a cmd.exe and batch script to run its payload.[30] The group has also used macros to execute payloads.[18][32][17][21]
G0007,Enterprise,T1092,Communication Through Removable Media,,,T1092,Communication Through Removable Media,APT28 uses a tool that captures information from air-gapped computers via an infected USB and transfers it to network-connected computer when the USB is inserted.[33]
G0007,Enterprise,T1586,Compromise Accounts,.002,Email Accounts,T1586.002,Compromise Accounts: Email Accounts,APT28 has used compromised email accounts to send credential phishing emails.[28]
G0007,Enterprise,T1584,Compromise Infrastructure,.008,Network Devices,T1584.008,Compromise Infrastructure: Network Devices,APT28 compromised Ubiquiti network devices to act as collection devices for credentials compromised via phishing webpages.[26]
G0007,Enterprise,T1213,Data from Information Repositories,,,T1213,Data from Information Repositories,APT28 has collected files from various information repositories.[2]
G0007,Enterprise,T1213,Sharepoint,.002,,T1213.002,Sharepoint,APT28 has collected information from Microsoft SharePoint services within target networks.[34]
G0007,Enterprise,T1005,Data from Local System,,,T1005,Data from Local System,"APT28 has retrieved internal documents from machines inside victim environments, including by using Forfiles to stage documents before exfiltration.[35][3][29][2]"
G0007,Enterprise,T1039,Data from Network Shared Drive,,,T1039,Data from Network Shared Drive,APT28 has collected files from network shared drives.[2]
G0007,Enterprise,T1025,Data from Removable Media,,,T1025,Data from Removable Media,An APT28 backdoor may collect the entire contents of an inserted USB device.[33]
G0007,Enterprise,T1001,Data Obfuscation,.001,Junk Data,T1001.001,Data Obfuscation: Junk Data,"APT28 added ""junk data"" to each encoded string, preventing trivial decoding without knowledge of the junk removal algorithm. Each implant was given a ""junk length"" value when created, tracked by the controller software to allow seamless communication but prevent analysis of the command protocol on the wire.[6]"
G0007,Enterprise,T1074,Data Staged,.001,Local Data Staging,T1074.001,Data Staged: Local Data Staging,APT28 has stored captured credential information in a file named pi.log.[33]
G0007,Enterprise,T1074,Data Staged,.002,Remote Data Staging,T1074.002,Data Staged: Remote Data Staging,APT28 has staged archives of collected data on a target's Outlook Web Access (OWA) server.[2]
G0007,Enterprise,T1030,Data Transfer Size Limits,,,T1030,Data Transfer Size Limits,APT28 has split archived exfiltration files into chunks smaller than 1MB.[2]
G0007,Enterprise,T1140,Deobfuscate/Decode Files or Information,,,T1140,Deobfuscate/Decode Files or Information,An APT28 macro uses the command certutil -decode to decode contents of a .txt file storing the base64 encoded payload.[36][11]
G0007,Enterprise,T1189,Drive-by Compromise,,,T1189,Drive-by Compromise,APT28 has compromised targets via strategic web compromise utilizing custom exploit kits.[16] APT28 used reflected cross-site scripting (XSS) against government websites to redirect users to phishing webpages.[26]
G0007,Enterprise,T1114,Email Collection,.002,Remote Email Collection,T1114.002,Email Collection: Remote Email Collection,APT28 has collected emails from victim Microsoft Exchange servers.[3][2]
G0007,Enterprise,T1573,Encrypted Channel,.001,Symmetric Cryptography,T1573.001,Encrypted Channel: Symmetric Cryptography,APT28 installed a Delphi backdoor that used a custom algorithm for C2 communications.[13]
G0007,Enterprise,T1546,Event Triggered Execution,.015,Component Object Model Hijacking,T1546.015,Event Triggered Execution: Component Object Model Hijacking,APT28 has used COM hijacking for persistence by replacing the legitimate MMDeviceEnumerator object with a payload.[37][13]
G0007,Enterprise,T1048,Exfiltration Over Alternative Protocol,.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,T1048.002,Exfiltration Over Alternative Protocol: Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,APT28 has exfiltrated archives of collected data previously staged on a target's OWA server via HTTPS.[2]
G0007,Enterprise,T1567,Exfiltration Over Web Service,,,T1567,Exfiltration Over Web Service,APT28 can exfiltrate data over Google Drive.[21]
G0007,Enterprise,T1190,Exploit Public-Facing Application,,,T1190,Exploit Public-Facing Application,"APT28 has used a variety of public exploits, including CVE 2020-0688 and CVE 2020-17144, to gain execution on vulnerable Microsoft Exchange; they have also conducted SQL injection attacks against external websites.[14][2]"
G0007,Enterprise,T1203,Exploitation for Client Execution,,,T1203,Exploitation for Client Execution,APT28 has exploited Microsoft Office vulnerability CVE-2017-0262 for execution.[22]
G0007,Enterprise,T1211,Exploitation for Defense Evasion,,,T1211,Exploitation for Defense Evasion,APT28 has used CVE-2015-4902 to bypass security features.[38][33]
G0007,Enterprise,T1068,Exploitation for Privilege Escalation,,,T1068,Exploitation for Privilege Escalation,"APT28 has exploited CVE-2014-4076, CVE-2015-2387, CVE-2015-1701, CVE-2017-0263 to escalate privileges.[38][33][22]"
G0007,Enterprise,T1210,Exploitation of Remote Services,,,T1210,Exploitation of Remote Services,APT28 exploited a Windows SMB Remote Code Execution Vulnerability to conduct lateral movement.[6][39][40]
G0007,Enterprise,T1133,External Remote Services,,,T1133,External Remote Services,APT28 has used Tor and a variety of commercial VPN services to route brute force authentication attempts.[2]
G0007,Enterprise,T1083,File and Directory Discovery,,,T1083,File and Directory Discovery,"APT28 has used Forfiles to locate PDF, Excel, and Word documents during collection. The group also searched a compromised DCCC computer for specific terms.[35][3]"
G0007,Enterprise,T1589,Gather Victim Identity Information,.001,Credentials,T1589.001,Gather Victim Identity Information: Credentials,APT28 has harvested user's login credentials.[31]
G0007,Enterprise,T1564,Hide Artifacts,.001,Hidden Files and Directories,T1564.001,Hide Artifacts: Hidden Files and Directories,APT28 has saved files with hidden file attributes.[18][18]
G0007,Enterprise,T1564,Hide Artifacts,.003,Hidden Window,T1564.003,Hide Artifacts: Hidden Window,APT28 has used the WindowStyle parameter to conceal PowerShell windows.[11] [41]
G0007,Enterprise,T1070,Indicator Removal,.001,Clear Windows Event Logs,T1070.001,Indicator Removal: Clear Windows Event Logs,"APT28 has cleared event logs, including by using the commands wevtutil cl System and wevtutil cl Security.[5][3]"
G0007,Enterprise,T1070,Indicator Removal,.004,File Deletion,T1070.004,Indicator Removal: File Deletion,"APT28 has intentionally deleted computer files to cover their tracks, including with use of the program CCleaner.[3]"
G0007,Enterprise,T1070,Indicator Removal,.006,Timestomp,T1070.006,Indicator Removal: Timestomp,APT28 has performed timestomping on victim files.[5]
G0007,Enterprise,T1105,Ingress Tool Transfer,,,T1105,Ingress Tool Transfer,"APT28 has downloaded additional files, including by using a first-stage downloader to contact the C2 server to obtain the second-stage implant.[38][30][17][21][2]"
G0007,Enterprise,T1056,Input Capture,.001,Keylogging,T1056.001,Input Capture: Keylogging,APT28 has used tools to perform keylogging.[33][3][21]
G0007,Enterprise,T1559,Inter-Process Communication,.002,Dynamic Data Exchange,T1559.002,Inter-Process Communication: Dynamic Data Exchange,APT28 has delivered JHUHUGIT and Koadic by executing PowerShell commands through DDE in Word documents.[41][42][11]
G0007,Enterprise,T1036,Masquerading,,,T1036,Masquerading,APT28 has renamed the WinRAR utility to avoid detection.[2]
G0007,Enterprise,T1036,Match Legitimate Name or Location,.005,,T1036.005,Match Legitimate Name or Location,"APT28 has changed extensions on files containing exfiltrated data to make them appear benign, and renamed a web shell instance to appear as a legitimate OWA page.[2]"
G0007,Enterprise,T1498,Network Denial of Service,,,T1498,Network Denial of Service,"In 2016, APT28 conducted a distributed denial of service (DDoS) attack against the World Anti-Doping Agency.[14]"
G0007,Enterprise,T1040,Network Sniffing,,,T1040,Network Sniffing,"APT28 deployed the open source tool Responder to conduct NetBIOS Name Service poisoning, which captured usernames and hashed passwords that allowed access to legitimate credentials.[6][39] APT28 close-access teams have used Wi-Fi pineapples to intercept Wi-Fi signals and user credentials.[14]"
